mq2,mq135,label
3.81,5.96,1
3.81,5.96,1
3.81,5.96,1
3.55,5.96,1
3.68,5.96,1
3.81,5.96,1
3.68,5.96,1
3.81,5.76,1
3.81,5.96,1
3.68,5.96,1
3.81,5.96,1
3.68,5.76,1
3.68,5.76,1
3.81,5.96,1
3.81,5.96,1
3.81,5.96,1
3.81,5.96,1
3.68,5.96,1
3.81,5.76,1
3.68,5.96,1
3.68,5.96,1
3.81,5.76,1
3.68,5.96,1
3.81,5.96,1
3.68,5.76,1
3.81,5.96,1
3.68,5.96,1
3.81,5.76,1
3.68,5.76,1
3.68,5.96,1
3.68,5.76,1
3.68,5.57,1
3.68,5.76,1
3.68,5.76,1
3.81,5.76,1
3.81,5.76,1
3.81,5.76,1
3.68,5.96,1
3.55,5.76,1
3.68,5.76,1
3.81,5.76,1
3.68,5.76,1
3.68,5.96,1
3.68,5.57,1
3.68,5.76,1
3.68,5.76,1
3.68,5.57,1
3.68,5.76,1
3.81,5.76,1
3.68,5.76,1
3.68,5.76,1
3.68,5.76,1
3.81,5.76,1
3.81,5.76,1
3.68,5.96,1
3.68,5.76,1
3.55,5.96,1
3.68,5.96,1
3.55,5.76,1
3.68,5.76,1
3.55,5.96,1
3.55,5.57,1
3.81,5.76,1
3.55,5.96,1
3.81,5.76,1
3.68,5.57,1
3.68,5.96,1
3.55,5.57,1
3.68,5.96,1
3.55,5.57,1
3.81,5.76,1
3.68,5.96,1
3.68,5.76,1
3.81,5.96,1
3.68,5.57,1
3.55,5.96,1
3.81,5.76,1
3.68,5.96,1
3.68,5.96,1
3.81,5.96,1
3.55,5.76,1
3.68,5.96,1
3.81,5.76,1
3.81,5.76,1
3.81,5.96,1
3.55,5.76,1
3.68,5.96,1
3.68,5.96,1
3.81,5.96,1
3.68,5.76,1
3.81,5.96,1
3.68,5.57,1
3.81,5.57,1
3.68,5.76,1
3.81,5.57,1
3.81,5.76,1
3.55,5.76,1
3.55,5.57,1
3.81,5.76,1
3.55,5.76,1
3.68,5.76,1
3.68,5.57,1
3.81,5.96,1
3.68,5.76,1
3.68,5.96,1
3.68,5.57,1
3.68,5.76,1
3.68,5.96,1
3.68,5.76,1
3.55,5.57,1
3.55,5.76,1
3.68,5.57,1
3.55,5.57,1
3.55,5.76,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.76,1
3.81,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.76,1
3.55,5.57,1
3.68,5.76,1
3.81,5.57,1
3.68,5.76,1
3.68,5.57,1
3.55,5.76,1
3.81,5.76,1
3.81,5.57,1
3.68,5.76,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.96,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.68,5.76,1
3.55,5.76,1
3.81,5.76,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.76,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.55,5.76,1
3.81,5.57,1
3.81,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.76,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.76,1
3.81,5.76,1
3.68,5.57,1
3.68,5.57,1
3.81,5.76,1
3.55,5.57,1
3.81,5.57,1
3.55,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.68,5.57,1
3.81,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.55,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.55,5.57,1
3.55,5.57,1
3.55,5.39,1
3.81,5.57,1
3.68,5.57,1
3.68,5.39,1
3.68,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.55,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.55,5.57,1
3.55,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.57,1
3.55,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.57,1
3.55,5.57,1
3.55,5.57,1
3.68,5.57,1
3.68,5.57,1
3.55,5.39,1
3.81,5.57,1
3.55,5.57,1
3.81,5.57,1
3.68,5.57,1
3.81,5.57,1
3.68,5.57,1
3.68,5.57,1
3.81,5.57,1
3.81,5.39,1
3.55,5.57,1
3.68,5.57,1
3.68,5.57,1
3.68,5.39,1
3.68,5.57,1
3.55,5.57,1
3.68,5.39,1
3.68,5.39,1
3.68,5.57,1
3.81,5.57,1
3.55,5.57,1
3.81,5.57,1
3.81,5.39,1
3.68,5.2,1
3.68,5.2,1
3.68,5.57,1
3.81,5.39,1
3.68,5.39,1
3.68,5.39,1
3.81,5.39,1
3.55,5.39,1
3.68,5.57,1
3.55,5.57,1
3.81,5.39,1
3.81,5.57,1
3.68,5.2,1
3.55,5.39,1
3.68,5.57,1
3.81,5.39,1
3.68,5.39,1
3.81,5.57,1
3.68,5.39,1
3.68,5.57,1
3.68,5.57,1
3.68,5.39,1
3.55,5.39,1
3.68,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.39,1
3.68,5.39,1
3.55,5.2,1
3.81,5.57,1
3.81,5.57,1
3.81,5.57,1
3.68,5.39,1
3.81,5.39,1
3.55,5.2,1
3.81,5.57,1
3.55,5.39,1
3.55,5.2,1
3.68,5.39,1
3.55,5.2,1
3.68,5.39,1
3.55,5.39,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.55,5.2,1
3.55,5.57,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.81,5.39,1
3.81,5.39,1
3.68,5.39,1
3.81,5.39,1
3.81,5.39,1
3.68,5.39,1
3.55,5.2,1
3.68,5.2,1
3.55,5.2,1
3.68,5.2,1
3.68,5.39,1
3.81,5.57,1
3.68,5.39,1
3.55,5.2,1
3.55,5.2,1
3.55,5.2,1
3.68,5.2,1
3.68,5.2,1
3.55,5.57,1
3.81,5.39,1
3.55,5.39,1
3.81,5.2,1
3.68,5.39,1
3.68,5.2,1
3.68,5.2,1
3.68,5.39,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.81,5.39,1
3.81,5.39,1
3.55,5.39,1
3.55,5.39,1
3.81,5.2,1
3.55,5.2,1
3.68,5.57,1
3.68,5.2,1
3.68,5.2,1
3.55,5.2,1
3.68,5.2,1
3.68,5.2,1
3.55,5.2,1
3.68,5.2,1
3.81,5.2,1
3.68,5.39,1
3.68,5.2,1
3.68,5.03,1
3.68,5.2,1
3.68,5.39,1
3.81,5.2,1
3.81,5.2,1
3.81,5.2,1
3.81,5.2,1
3.68,5.2,1
3.68,5.2,1
3.55,5.2,1
3.81,5.2,1
3.81,5.2,1
3.55,5.2,1
3.68,5.2,1
3.55,5.39,1
3.68,5.2,1
3.55,5.2,1
3.68,5.2,1
3.81,5.2,1
3.81,5.39,1
3.81,5.2,1
3.81,5.2,1
3.55,5.2,1
3.81,5.2,1
3.55,5.2,1
3.68,5.2,1
3.81,5.2,1
3.68,5.2,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.68,5.2,1
3.81,5.39,1
3.68,5.2,1
3.81,5.2,1
3.68,5.2,1
3.68,5.2,1
3.81,5.39,1
3.55,5.2,1
3.68,5.2,1
3.68,5.2,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.68,5.2,1
3.68,5.2,1
3.55,5.2,1
3.55,5.2,1
3.81,5.2,1
3.68,5.2,1
3.68,5.2,1
3.81,5.2,1
3.81,5.03,1
3.68,5.2,1
3.68,5.2,1
3.81,5.03,1
3.68,5.2,1
3.68,5.2,1
3.81,4.86,1
3.55,5.2,1
3.68,5.2,1
3.81,5.2,1
3.55,5.2,1
3.68,5.03,1
3.43,22.32,0
3.55,22.32,0
3.55,21.77,0
3.55,21.77,0
3.43,22.32,0
3.55,21.77,0
3.43,22.32,0
3.55,22.32,0
3.43,22.32,0
3.55,21.77,0
3.55,22.32,0
3.43,22.32,0
3.55,22.32,0
3.43,21.77,0
3.43,22.32,0
3.55,22.32,0
3.43,22.32,0
3.43,21.77,0
3.43,22.32,0
3.43,22.32,0
3.55,22.32,0
3.55,22.32,0
3.43,22.32,0
3.3,22.32,0
3.3,22.32,0
3.55,22.32,0
3.43,22.88,0
3.43,22.32,0
3.55,22.32,0
3.55,22.32,0
3.43,22.32,0
3.55,22.32,0
3.43,22.32,0
3.55,22.32,0
3.43,22.32,0
3.43,22.88,0
3.43,22.32,0
3.43,22.32,0
3.3,22.32,0
3.3,22.32,0
3.3,22.32,0
3.55,22.32,0
3.43,22.88,0
3.55,22.88,0
3.43,22.88,0
3.43,22.88,0
3.43,23.46,0
3.55,22.88,0
3.55,22.88,0
3.3,22.32,0
3.43,23.46,0
3.3,22.88,0
3.3,22.88,0
3.43,22.88,0
3.43,23.46,0
3.3,22.88,0
3.43,22.88,0
3.55,22.88,0
3.43,23.46,0
3.43,22.32,0
3.43,22.32,0
3.43,22.88,0
3.55,22.88,0
3.43,22.32,0
3.43,22.32,0
3.43,22.32,0
3.43,22.32,0
3.3,22.32,0
3.43,22.32,0
3.55,22.32,0
3.43,22.32,0
3.3,22.32,0
3.3,22.32,0
3.3,22.32,0
3.3,22.32,0
3.43,21.77,0
3.43,22.32,0
3.3,21.77,0
3.43,21.77,0
3.3,21.77,0
3.43,22.32,0
3.43,21.77,0
3.43,22.32,0
3.43,21.23,0
3.3,21.77,0
3.3,21.77,0
3.3,21.77,0
3.3,21.23,0
3.43,21.23,0
3.3,21.23,0
3.3,21.23,0
3.3,21.77,0
3.3,21.23,0
3.3,21.23,0
3.43,21.23,0
3.3,21.23,0
3.3,21.23,0
3.3,20.69,0
3.3,21.23,0
3.18,21.23,0
3.43,21.23,0
3.43,21.23,0
3.43,20.69,0
3.43,20.69,0
3.43,20.69,0
3.43,20.69,0
3.55,20.69,0
3.3,20.69,0
3.43,20.17,0
3.3,20.17,0
3.43,20.17,0
3.3,20.69,0
3.55,20.17,0
3.43,20.17,0
3.43,20.69,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,19.66,0
3.43,19.66,0
3.55,20.17,0
3.43,20.17,0
3.43,19.66,0
3.43,19.66,0
3.3,20.17,0
3.43,19.16,0
3.43,20.17,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,18.68,0
3.3,19.16,0
3.3,18.68,0
3.55,18.68,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,18.2,0
3.43,18.68,0
3.3,18.68,0
3.3,18.68,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,18.68,0
3.3,18.68,0
3.3,18.68,0
3.3,19.16,0
3.3,19.16,0
3.43,18.68,0
3.55,18.68,0
3.3,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,18.68,0
3.3,18.68,0
3.43,19.16,0
3.43,18.68,0
3.43,18.68,0
3.3,19.16,0
3.3,18.68,0
3.55,19.16,0
3.43,19.16,0
3.3,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,18.68,0
3.3,19.16,0
3.55,19.16,0
3.3,19.16,0
3.3,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,18.68,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.66,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.66,0
3.3,19.66,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,19.16,0
3.43,19.66,0
3.55,20.17,0
3.55,20.17,0
3.43,19.16,0
3.43,19.66,0
3.55,20.17,0
3.43,20.17,0
3.3,20.17,0
3.55,19.16,0
3.3,20.17,0
3.3,20.17,0
3.3,19.16,0
3.43,19.66,0
3.43,19.16,0
3.3,19.16,0
3.43,19.66,0
3.55,19.16,0
3.3,19.66,0
3.55,19.66,0
3.3,19.66,0
3.43,19.16,0
3.43,20.17,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.55,19.16,0
3.3,19.66,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,18.68,0
3.3,19.16,0
3.3,19.16,0
3.43,18.68,0
3.43,18.68,0
3.43,18.2,0
3.43,18.2,0
3.43,18.68,0
3.3,19.16,0
3.43,18.68,0
3.43,18.2,0
3.55,18.68,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.3,18.2,0
3.55,18.2,0
3.43,18.2,0
3.55,18.2,0
3.3,18.2,0
3.3,17.73,0
3.43,17.26,0
3.43,18.2,0
3.43,17.73,0
3.55,17.73,0
3.3,17.73,0
3.43,17.26,0
3.3,17.73,0
3.43,17.73,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,18.2,0
3.3,17.26,0
3.3,17.73,0
3.55,17.26,0
3.3,17.73,0
3.43,17.73,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.3,17.26,0
3.55,17.26,0
3.43,17.26,0
3.3,17.73,0
3.43,16.81,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.73,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.55,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.73,0
3.55,17.26,0
3.43,17.73,0
3.3,17.26,0
3.43,17.26,0
3.55,17.26,0
3.43,17.73,0
3.3,17.73,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.55,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.73,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.73,0
3.3,17.26,0
3.43,17.73,0
3.3,17.26,0
3.3,17.73,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.73,0
3.43,17.26,0
3.3,17.26,0
3.55,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.55,17.26,0
3.3,17.73,0
3.3,17.26,0
3.3,17.73,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.73,0
3.43,17.26,0
3.3,17.26,0
3.43,17.26,0
3.3,17.26,0
3.43,17.73,0
3.43,17.26,0
3.3,17.26,0
3.43,17.26,0
3.55,17.73,0
3.43,17.26,0
3.3,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.73,0
3.43,17.26,0
3.55,17.26,0
3.3,17.26,0
3.55,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,17.26,0
3.43,16.81,0
3.43,16.81,0
3.43,16.81,0
3.3,17.26,0
3.43,16.81,0
3.3,16.81,0
3.43,16.81,0
3.3,17.26,0
3.3,16.81,0
3.3,16.81,0
3.43,16.81,0
3.43,16.81,0
3.3,16.81,0
3.43,16.81,0
3.43,16.81,0
3.43,16.81,0
3.3,16.37,0
3.3,17.26,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,17.26,0
3.43,16.81,0
3.3,16.37,0
3.43,16.37,0
3.43,16.81,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.43,16.37,0
3.55,16.37,0
3.43,16.37,0
3.3,16.37,0
3.55,16.37,0
3.43,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.43,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.43,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,15.94,0
3.3,16.37,0
3.43,16.37,0
3.55,16.37,0
3.43,16.37,0
3.55,15.94,0
3.43,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.3,15.94,0
3.43,15.94,0
3.3,16.37,0
3.55,16.37,0
3.3,16.37,0
3.3,15.94,0
3.43,16.37,0
3.3,16.37,0
3.3,15.94,0
3.3,15.52,0
3.3,15.94,0
3.3,16.37,0
3.43,15.52,0
3.3,15.94,0
3.43,15.94,0
3.43,15.94,0
3.3,15.52,0
3.43,15.94,0
3.3,15.52,0
3.55,15.94,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.1,0
3.3,15.1,0
3.43,15.1,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.1,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.1,0
3.43,15.1,0
3.3,15.1,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,14.7,0
3.43,15.52,0
3.3,15.1,0
3.3,15.1,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.1,0
3.43,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.1,0
3.43,15.1,0
3.43,15.52,0
3.3,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.1,0
3.43,15.52,0
3.3,15.52,0
3.3,15.1,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.1,0
3.3,15.1,0
3.3,15.52,0
3.43,15.1,0
3.43,15.52,0
3.3,15.1,0
3.3,15.1,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.1,0
3.43,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,15.1,0
3.3,15.1,0
3.43,15.52,0
3.43,15.52,0
3.3,15.1,0
3.3,15.1,0
3.3,15.1,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.1,0
3.3,14.7,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.1,0
3.3,15.52,0
3.55,15.1,0
3.43,14.7,0
3.3,15.1,0
3.43,15.1,0
3.3,15.1,0
3.3,14.7,0
3.43,15.1,0
3.43,14.7,0
3.55,15.1,0
3.43,15.1,0
3.3,15.1,0
3.3,15.1,0
3.43,15.52,0
3.43,15.52,0
3.3,15.1,0
3.3,15.52,0
3.3,14.7,0
3.3,15.52,0
3.3,15.1,0
3.43,15.52,0
3.3,15.1,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.1,0
3.43,15.52,0
3.3,15.52,0
3.3,15.1,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.55,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.1,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.1,0
3.43,15.52,0
3.3,15.52,0
3.43,15.52,0
3.55,15.1,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.43,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.3,15.52,0
3.43,15.52,0
3.3,15.52,0
3.55,15.52,0
3.55,15.52,0
3.43,15.52,0
3.43,15.52,0
3.43,15.94,0
3.43,15.94,0
3.3,16.37,0
3.3,15.94,0
3.3,15.94,0
3.43,16.37,0
3.3,16.37,0
3.43,15.94,0
3.3,16.37,0
3.3,16.37,0
3.43,16.37,0
3.3,16.37,0
3.55,16.37,0
3.3,16.37,0
3.43,16.37,0
3.43,16.37,0
3.43,16.37,0
3.43,16.37,0
3.43,16.81,0
3.3,16.37,0
3.43,16.81,0
3.43,16.81,0
3.3,17.26,0
3.3,16.81,0
3.3,17.26,0
3.43,17.26,0
3.3,16.81,0
3.55,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.26,0
3.3,17.26,0
3.3,17.26,0
3.43,17.26,0
3.43,17.73,0
3.3,17.26,0
3.43,17.73,0
3.43,17.73,0
3.3,17.26,0
3.43,17.26,0
3.43,17.26,0
3.3,17.73,0
3.3,17.73,0
3.43,17.26,0
3.43,17.73,0
3.43,17.73,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.3,18.2,0
3.55,18.68,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.68,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.3,18.68,0
3.43,18.68,0
3.3,18.2,0
3.55,18.68,0
3.3,19.16,0
3.43,18.68,0
3.55,19.16,0
3.55,18.68,0
3.55,18.2,0
3.43,18.68,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,18.68,0
3.43,19.16,0
3.43,18.68,0
3.43,19.16,0
3.3,18.2,0
3.43,18.68,0
3.43,18.68,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,18.68,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,18.68,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.66,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.66,0
3.55,19.66,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.66,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,18.68,0
3.43,19.16,0
3.55,19.66,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,18.68,0
3.55,18.68,0
3.55,18.68,0
3.43,19.16,0
3.55,19.16,0
3.43,18.68,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,18.2,0
3.43,18.68,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,18.68,0
3.3,19.16,0
3.55,18.68,0
3.55,19.16,0
3.43,18.68,0
3.3,18.68,0
3.55,18.68,0
3.43,19.16,0
3.43,18.68,0
3.55,18.68,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,18.68,0
3.55,18.68,0
3.43,18.68,0
3.43,18.68,0
3.55,18.68,0
3.3,18.68,0
3.3,19.16,0
3.55,18.2,0
3.43,19.16,0
3.43,18.2,0
3.55,19.16,0
3.55,19.16,0
3.43,18.68,0
3.43,18.68,0
3.55,19.16,0
3.43,18.68,0
3.55,18.68,0
3.3,18.68,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,18.68,0
3.55,18.68,0
3.55,18.2,0
3.55,18.2,0
3.55,18.68,0
3.55,18.2,0
3.55,18.68,0
3.43,18.2,0
3.43,18.68,0
3.43,18.68,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
